title,url,index_page_url,date,determination_number,brand,outcome,medium,Old Code sections - pre 1 July 2014,Old Code section - pre 1 July 2014,code_version,code_section,M-Dig,M-TV,M-NP,M-R,M-C,M-O,M-POS,M-P,C-ai,C-aii,C-aiii,C-aiv,C-bi,C-bii,C-biii,C-biv,C-ci,C-cii,C-ciii,C-civ,C-d,year,month,day,company,Current Code section - from 1 August 2023,Current Code sections - from 1 August 2023,nature_of_breach,Previous Code sections - 1 July 2014 to 31 July 2023,Previous Code section - 1 July 2014 to 31 July 2023,New Code sections - post 1 July 2014,New Code section - post 1 July 2014
Corona Outdoor Advertisement,https://www.abac.org.au/adjudication/18-14/,https://www.abac.org.au/adjudication/page/74,14th April 2014,18/14,Corona,Dismissed,Outdoor,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,14,,,,,,,,
Strongbow Cider - Television Advertisement,https://www.abac.org.au/adjudication/15-14/,https://www.abac.org.au/adjudication/page/74,28th March 2014,15/14,Strongbow Cider,Dismissed,Television,"Part 1(a), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,28,,,,,,,,
Whitehorse Liquor - Outdoor Advertisement,https://www.abac.org.au/adjudication/10-14/,https://www.abac.org.au/adjudication/page/74,28th March 2014,10/14,Rekorderlig Cider,Upheld,Outdoor,"Part 1(a)(ii), Part 1(b), Part 1(c)(iii)",,1,"Part 1(a)(ii), Part 1(b), Part 1(c)(iii)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,28,,,,,,,,
XXXX - Television Advertisement,https://www.abac.org.au/adjudication/16-1xxxx-television-advertisement/,https://www.abac.org.au/adjudication/page/75,28th March 2014,16/14,XXXX,Dismissed,Television,"Part 1(a), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,28,,,,,,,,
Jim Beam - Television Advertisement,https://www.abac.org.au/adjudication/7-1/,https://www.abac.org.au/adjudication/page/75,27th March 2014,7/14,Jim Beam,Upheld,Television,"Part 1(a), Part 1(a)(ii), Part 1(b), Part 1(c)",,1,"Part 1(a), Part 1(a)(ii), Part 1(b), Part 1(c)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,27,,,,,,,,
VB Carlton Cold Crown Lager - Television advertisements,https://www.abac.org.au/adjudication/1-1vb-carlton-cold-crown-lager-television-advertisements/,https://www.abac.org.au/adjudication/page/75,28th January 2014,1/14,"VB, Carlton Cold & Crown Lager",Dismissed,"Television, Outdoor","Part 1(a)(ii), Part 1(b), Part 1(d)",,1,"Part 1(a)(ii), Part 1(b), Part 1(d)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,28,,,,,,,,
Victoria Bitter Television Advertisement,https://www.abac.org.au/adjudication/2-1/,https://www.abac.org.au/adjudication/page/75,23rd January 2014,2/14,VB,Dismissed,Television,"Part 1(a), Part 1(d)",,1,"Part 1(a), Part 1(d)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,23,,,,,,,,
Carlton Dry Television Advertisement,https://www.abac.org.au/adjudication/182-13/,https://www.abac.org.au/adjudication/page/75,23rd January 2014,182/13,Carlton Dry,Dismissed,Television,,Part 1(a)(iii),1,Part 1(a)(iii),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,23,,,,,,,,
Smirnoff Outdoor Advertisement,https://www.abac.org.au/adjudication/168-13/,https://www.abac.org.au/adjudication/page/75,10th January 2014,168/13,Smirnoff,Dismissed,Outdoor,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(c)(i), Part 1(e), Part 1(g)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(c)(i), Part 1(e), Part 1(g)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,10,,,,,,,,
Smirnoff Television Advertisement,https://www.abac.org.au/adjudication/137-13/,https://www.abac.org.au/adjudication/page/75,10th January 2014,137/13,Smirnoff,Dismissed,Television,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,10,,,,,,,,
Thirsty Camel - Outdoor Advertisement,https://www.abac.org.au/adjudication/161-13/,https://www.abac.org.au/adjudication/page/75,23rd December 2013,161/13,Thirsty Camel,Dismissed,Outdoor,"Part 1(a), Part 1(a)(i)",,1,"Part 1(a), Part 1(a)(i)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,23,,,,,,,,
Schweppes/Bacardi - Television Advertisement,https://www.abac.org.au/adjudication/130-13/,https://www.abac.org.au/adjudication/page/75,23rd December 2013,130/13,"Schweppes, Bacardi",Upheld,Television,"Part 1(a)(i), Part 1(a)(iii), Part 1(b), Part 1(c), Part 1(c)(i)",,1,"Part 1(a)(i), Part 1(a)(iii), Part 1(b), Part 1(c), Part 1(c)(i)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,23,,,,,,,,
BWS - Television Advertisement,https://www.abac.org.au/adjudication/135-13/,https://www.abac.org.au/adjudication/page/75,19th December 2013,135-13,BWS,Dismissed,Television,"Part 1(a), Part 1(a)(i), Part 1(a)(iii), Part 1(b), Part 1(c), Part 1(c)(i), Part 1(c)(ii), Part 1(c)(iii)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(iii), Part 1(b), Part 1(c), Part 1(c)(i), Part 1(c)(ii), Part 1(c)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,19,,,,,,,,
Tooheys Extra Dry - Television & Outdoor Advertisement,https://www.abac.org.au/adjudication/115-119-122-125-134-140-143-13/,https://www.abac.org.au/adjudication/page/76,19th December 2013,115-119-122-125-134-140-143/13,Tooheys Extra Dry,Dismissed,"Television, Outdoor","Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,19,,,,,,,,
Carlton Draught Television Advertisement,https://www.abac.org.au/adjudication/95-13/,https://www.abac.org.au/adjudication/page/76,13th December 2013,95/13,Carlton Draught,Dismissed,Television,"Part 1(a), Part 1(c), Part 1(c)(i), Part 1(c)(ii)",,1,"Part 1(a), Part 1(c), Part 1(c)(i), Part 1(c)(ii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12,13,,,,,,,,
Oktoberfest - Internet,https://www.abac.org.au/adjudication/98-1/,https://www.abac.org.au/adjudication/page/76,6th November 2013,98/13,Oktoberfest,Dismissed,Digital,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(a)(iv), Part 1(b), Part 1(c), Part 1(c)(i), Part 1(c)(ii)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(a)(iv), Part 1(b), Part 1(c), Part 1(c)(i), Part 1(c)(ii)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,6,,,,,,,,
Club Eastside - Television,https://www.abac.org.au/adjudication/club-eastside/,https://www.abac.org.au/adjudication/page/76,25th October 2013,92/13,Club Eastside,Dismissed,Television,"Part 1(a), Part 1(c)",,1,"Part 1(a), Part 1(c)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,25,,,,,,,,
Carlton Draught -Sponsorship,https://www.abac.org.au/adjudication/89-13/,https://www.abac.org.au/adjudication/page/76,7th October 2013,89/13,Carlton Draught,Dismissed,Outdoor,"Part 1(a), Part 1(b)",,1,"Part 1(a), Part 1(b)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,7,,,,,,,,
Tap King - Television Advertisement,https://www.abac.org.au/adjudication/90-1390-1tap-king-television-advertisement/,https://www.abac.org.au/adjudication/page/76,1st October 2013,90/13,Tap King,Dismissed,Television,,Part 1(a),1,Part 1(a),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,1,,,,,,,,
Jimmy Brings - Outdoor Advertisement,https://www.abac.org.au/adjudication/91-13/,https://www.abac.org.au/adjudication/page/76,20th September 2013,91/13,Jimmy Brings,Dismissed,Outdoor,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii)",,1,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9,20,,,,,,,,
Absolut Vodka Digital Advertisement,https://www.abac.org.au/adjudication/81-13/,https://www.abac.org.au/adjudication/page/76,14th August 2013,81/13,Absolut Vodka,Dismissed,Digital,"Part 1(a)(i), Part 1(a)(iii)",,1,"Part 1(a)(i), Part 1(a)(iii)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,14,,,,,,,,
Liquorland Television Advertisement,https://www.abac.org.au/adjudication/85-1/,https://www.abac.org.au/adjudication/page/76,13th August 2013,85-13,Liquorland,Dismissed,Television,"Part 1(a)(ii), Part 1(b), Part 1(c), Part 1(c)(i)",,1,"Part 1(a)(ii), Part 1(b), Part 1(c), Part 1(c)(i)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,13,,,,,,,,
Liquorland Television Advertisement,https://www.abac.org.au/adjudication/82-13/,https://www.abac.org.au/adjudication/page/76,13th August 2013,82/13,Liquorland,Dismissed,Television,"Part 1(a), Part 1(a)(i), Part 1(a)(iii), Part 1(d)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(iii), Part 1(d)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,13,,,,,,,,
Coopers Radio Advertisement,https://www.abac.org.au/adjudication/74-13/,https://www.abac.org.au/adjudication/page/77,9th August 2013,74-13,Coopers Mild Ale,Dismissed,Radio,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,9,,,,,,,,
Liquorland Television Advertisement,https://www.abac.org.au/adjudication/79-13/,https://www.abac.org.au/adjudication/page/77,9th August 2013,79/13,Liquorland,Dismissed,Television,"Part 1(a)(i), Part 1(a)(iii)",,1,"Part 1(a)(i), Part 1(a)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,9,,,,,,,,
Heineken Television Advertisement,https://www.abac.org.au/adjudication/72-1/,https://www.abac.org.au/adjudication/page/77,1st August 2013,72/13,Heineken,Dismissed,Television,"Part 1(a), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,1,,,,,,,,
Liquorland Digital Advertisement,https://www.abac.org.au/adjudication/liquorland-digital-advertisement/,https://www.abac.org.au/adjudication/page/77,30th July 2013,80/13,Liquorland,Dismissed,Digital,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,30,,,,,,,,
Liquorland Print Advertisement,https://www.abac.org.au/adjudication/76-13/,https://www.abac.org.au/adjudication/page/77,23rd July 2013,76/13,Liquorland,Dismissed,Print,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,23,,,,,,,,
Liquorland Television Advertisement,https://www.abac.org.au/adjudication/71-13/,https://www.abac.org.au/adjudication/page/77,15th July 2013,71/13,Liquorland,Dismissed,Television,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,15,,,,,,,,
Bottlemart Television Advertisements,https://www.abac.org.au/adjudication/62-13/,https://www.abac.org.au/adjudication/page/77,7th June 2013,62/13,Bottlemart,Dismissed,Television,"Part 1(a)(i), Part 1(a)(iii), Part 1(e)",,1,"Part 1(a)(i), Part 1(a)(iii), Part 1(e)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,7,,,,,,,,
Bottlemart Print Advertisement,https://www.abac.org.au/adjudication/6513/,https://www.abac.org.au/adjudication/page/77,4th June 2013,65/13,Bottlemart,Dismissed,Print,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(iii)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,4,,,,,,,,
J&B Scotch Whisky Outdoor Advertisements,https://www.abac.org.au/adjudication/53-13/,https://www.abac.org.au/adjudication/page/77,2nd May 2013,40&44-53/13,J&B Scotch Whisky,Dismissed,Outdoor,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(c), Part 1(c)(i)",,1,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(c), Part 1(c)(i)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,2,,,,,,,,
Carlton Draught Television Advertisement,https://www.abac.org.au/adjudication/carlton-draught-television-advertisement/,https://www.abac.org.au/adjudication/page/77,2nd May 2013,60/13,Carlton Draught,Dismissed,Television,"Part 1(a), Part 1(c), Part 1(c)(i), Part 1(d)",,1,"Part 1(a), Part 1(c), Part 1(c)(i), Part 1(d)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,2,,,,,,,,
VB Television Advertisement,https://www.abac.org.au/adjudication/vb-television-advertisement-2/,https://www.abac.org.au/adjudication/page/78,2nd May 2013,56/13,VB,Dismissed,Television,,Part 1(a),1,Part 1(a),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,2,,,,,,,,
Harry Brown Liquor Print Advertisement,https://www.abac.org.au/adjudication/41-13-determination-harry-brown-21-march-2013/,https://www.abac.org.au/adjudication/page/78,21st March 2013,41/13,Harry Brown Liquor,Upheld,Print,,Part 1(c)(iii),1,Part 1(c)(iii),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,21,,,,,,,,
Great Northern Beer Television Advertisement,https://www.abac.org.au/adjudication/35-13-determination-great-northern-beer-19-march-2013/,https://www.abac.org.au/adjudication/page/78,19th March 2013,35/13,Great Northern Beer,Dismissed,Television,"Part 1(a), Part 1(d)",,1,"Part 1(a), Part 1(d)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,19,,,,,,,,
Liquorland Television Advertisement,https://www.abac.org.au/adjudication/5-713142325-31-2013-final-determination-liquorland-14-march-2013/,https://www.abac.org.au/adjudication/page/78,14th March 2013,"5-7,13-14,23,25-31/13",Liquorland,Upheld,Television,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(a)(iv), Part 1(b), Part 1(d)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(a)(iv), Part 1(b), Part 1(d)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,14,,,,,,,,
Cellarbrations Print Advertisement,https://www.abac.org.au/adjudication/21-13-final-determination-cellarbrations-14-march-2013/,https://www.abac.org.au/adjudication/page/78,14th March 2013,21/13,Cellarbrations,Dismissed,Print,"Part 1(a), Part 1(a)(iv)",,1,"Part 1(a), Part 1(a)(iv)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,14,,,,,,,,
Bottle-O Print Advertisement,https://www.abac.org.au/adjudication/17-13-final-determination-bottle-o-14-march-2013/,https://www.abac.org.au/adjudication/page/78,14th March 2013,17/13,Bottle-O,Dismissed,Print,,Part 1(c)(i),1,Part 1(c)(i),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,14,,,,,,,,
VB Television Advertisement,https://www.abac.org.au/adjudication/9-1232-13-determination-vb-18-february-2013/,https://www.abac.org.au/adjudication/page/78,18th February 2013,9-12&32/13,VB,Upheld,Television,"Part 1(a), Part 1(d)",,1,"Part 1(a), Part 1(d)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,18,,,,,,,,
VB Television Advertisement,https://www.abac.org.au/adjudication/96-12-determination-vb-11-february-2013/,https://www.abac.org.au/adjudication/page/78,11th February 2013,96/12,VB,Dismissed,Television,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,11,,,,,,,,
Corona Cinema Advertisement,https://www.abac.org.au/adjudication/3-13-determination-corona-11-february-2013/,https://www.abac.org.au/adjudication/page/78,11th February 2013,3/13,Corona,Dismissed,Cinema,"Part 1(a), Part 1(d)",,1,"Part 1(a), Part 1(d)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,11,,,,,,,,
Carlton Dry Outdoor Advertisement,https://www.abac.org.au/adjudication/1-2-13-determination-carlton-dry-11-february-2013/,https://www.abac.org.au/adjudication/page/78,11th February 2013,1-2/13,Carlton Dry,Dismissed,Outdoor,"Part 1(a)(i), Part 1(a)(iii), Part 1(g)",,1,"Part 1(a)(i), Part 1(a)(iii), Part 1(g)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,11,,,,,,,,
Electric Playground Digital Advertisemnet,https://www.abac.org.au/adjudication/4-13-final-determination-electric-playground-24-january-2013/,https://www.abac.org.au/adjudication/page/79,24th January 2013,4/13,Electric Playground,Dismissed,Digital,"Part 1(a)(i), Part 1(a)(iii), Part 1(g)",,1,"Part 1(a)(i), Part 1(a)(iii), Part 1(g)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,24,,,,,,,,
Corona Outdoor Advertisement,https://www.abac.org.au/adjudication/95-12-determination-corona-11-january-2013/,https://www.abac.org.au/adjudication/page/79,11th January 2013,95/12,Corona,Dismissed,Outdoor,,Part 1(a),1,Part 1(a),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,11,,,,,,,,
Liquorland Print Advertisement,https://www.abac.org.au/adjudication/8488-1/,https://www.abac.org.au/adjudication/page/79,21st December 2012,84 & 88/12,Liquorland,Dismissed,Print,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(d)",,1,"Part 1(a), Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(d)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,21,,,,,,,,
Hix Beer Outdoor Advertisement,https://www.abac.org.au/adjudication/83-1/,https://www.abac.org.au/adjudication/page/79,21st December 2012,83/12,Hix Beer,Dismissed,Outdoor,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,21,,,,,,,,
Bottlemart Television Advertisement,https://www.abac.org.au/adjudication/85-12/,https://www.abac.org.au/adjudication/page/79,7th December 2012,85/12,Bottlemart,Dismissed,Television,"Part 1(a), Part 1(c), Part 1(c)(iii)",,1,"Part 1(a), Part 1(c), Part 1(c)(iii)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,7,,,,,,,,
Schweppes Outdoor Advertisement,https://www.abac.org.au/adjudication/82-12/,https://www.abac.org.au/adjudication/page/79,7th December 2012,82/12,"Schweppes, Bacardi",Dismissed,Outdoor,,Part 1(a),1,Part 1(a),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,7,,,,,,,,
1st Choice Liquor Print Advertisement,https://www.abac.org.au/adjudication/80-12/,https://www.abac.org.au/adjudication/page/79,3rd December 2012,80/12,1st Choice Liquor - Spiced Rums,,Print,,Part 1(c),1,Part 1(c),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,3,,,,,,,,
Absolut Vodka Digital Advertisement,https://www.abac.org.au/adjudication/74-12-2/,https://www.abac.org.au/adjudication/page/79,27th November 2012,74/12B,Absolut Vodka,Dismissed,Digital,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,27,,,,,,,,
Three Bears Wine Print Advertisement,https://www.abac.org.au/adjudication/73-12b/,https://www.abac.org.au/adjudication/page/79,26th November 2012,73-12B,Three Bears Wine,Upheld,Print,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,26,,,,,,,,
Three Bears Wine Packaging,https://www.abac.org.au/adjudication/73-12/,https://www.abac.org.au/adjudication/page/79,26th November 2012,73/12A,Three Bears Wine,Upheld,Naming/packaging,"Part 2(a)(ii), Part 2(b)",,1,"Part 2(a)(ii), Part 2(b)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,26,,,,,,,,
Carlton Dry Digital Advertisement,https://www.abac.org.au/adjudication/74-12/,https://www.abac.org.au/adjudication/page/80,22nd November 2012,74/12A,Carlton Dry,Dismissed,Digital,"Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,22,,,,,,,,
Midori Outdoor Advertisement,https://www.abac.org.au/adjudication/76-1/,https://www.abac.org.au/adjudication/page/80,7th November 2012,76/12,Midori,Dismissed,Outdoor,,Part 1(a),1,Part 1(a),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,7,,,,,,,,
BWS Print Advertisement,https://www.abac.org.au/adjudication/67-12/,https://www.abac.org.au/adjudication/page/80,28th September 2012,67/12,BWS,Upheld,Print,,Part 1(c),1,Part 1(c),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,28,,,,,,,,
Bundaberg Rum & BWS Outdoor & Broadcast Advertisement,https://www.abac.org.au/adjudication/64-12/,https://www.abac.org.au/adjudication/page/80,20th August 2012,64/12,"Bundaberg Rum, BWS",Dismissed,"Television, Outdoor","Part 1(a)(ii), Part 1(b)",,1,"Part 1(a)(ii), Part 1(b)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,20,,,,,,,,
Smirnoff Digital Advertisement,https://www.abac.org.au/adjudication/59-12/,https://www.abac.org.au/adjudication/page/80,16th August 2012,59/12,Smirnoff,Upheld,Digital,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(a)(iv), Part 1(b), Part 1(c)(i)",,1,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(a)(iv), Part 1(b), Part 1(c)(i)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,16,,,,,,,,
VB Digital Advertisement,https://www.abac.org.au/adjudication/58-12/,https://www.abac.org.au/adjudication/page/80,16th August 2012,58/12,VB,Upheld,Digital,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(d)",,1,"Part 1(a)(i), Part 1(a)(ii), Part 1(a)(iii), Part 1(d)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,16,,,,,,,,
Jack Daniels Honey Digital Advertisement,https://www.abac.org.au/adjudication/57-12/,https://www.abac.org.au/adjudication/page/80,16th August 2012,57/12,Jack Daniels Honey,Dismissed,Digital,"Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(d)",,1,"Part 1(a)(ii), Part 1(a)(iii), Part 1(b), Part 1(d)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,16,,,,,,,,
